1039,82,2
6405,82,1
3905,82,2
4543,82,5
7148,82,1
1992,82,1
5564,82,5
4182,82,3
6775,82,1
8561,82,5
5092,82,1
5580,82,1
1399,82,5
5553,82,2
3118,82,2
3410,82,5
5046,82,5
2460,82,4
5134,82,1
8478,82,1
3176,83,3
3669,83,3
3948,83,5
4108,83,5
6168,83,4
2767,83,1
8577,83,2
7336,83,4
1307,83,1
4689,83,5
7841,83,2
5841,83,2
8270,83,5
3044,83,4
345,83,4
5980,83,2
3435,83,2
4175,83,3
9781,83,4
3460,83,3
6055,84,4
1387,84,5
9586,84,3
3039,84,5
9986,84,2
989,84,3
9521,84,2
551,84,2
3790,84,1
8560,84,5
5502,84,1
1243,84,2
5472,84,2
6167,84,5
5792,84,3
5049,84,4
406,84,2
5975,84,4
94,84,5
4480,84,4
7013,85,2
4435,85,5
3452,85,5
8702,85,1
5941,85,3
9909,85,5
1721,85,2
2266,85,1
3597,85,1
3714,85,1
7691,85,3
8388,85,1
8584,85,3
9492,85,5
3594,85,5
3486,85,3
8883,85,1
3874,85,5
3103,85,4
7259,85,5
7797,86,2
2126,86,4
3670,86,5
6350,86,1
1072,86,5
8336,86,1
4149,86,2
4256,86,3
639,86,3
2576,86,5
3952,86,4
2899,86,1
9714,86,4
5285,86,3
7269,86,5
8828,86,2
7012,86,2
7372,86,1
4995,86,3
7768,86,2
2672,87,2
1319,87,1
1859,87,5
1653,87,4
4951,87,4
5052,87,4
3435,87,2
5901,87,5
9972,87,5
7434,87,2
3156,87,2
6606,87,1
9746,87,1
4723,87,3
4052,87,5
8227,87,3
4984,87,5
3792,87,1
8671,87,5
7171,87,1
5121,88,4
8284,88,4
1807,88,4
4519,88,2
4808,88,2
6712,88,1
1772,88,4
6750,88,3
4723,88,2
9820,88,2
4842,88,5
3000,88,1
6536,88,3
7650,88,4
2033,88,1
2291,88,4
9014,88,4
7064,88,1
1906,88,2
1672,88,3
648,89,1
6246,89,4
8719,89,2
1649,89,2
1128,89,3
6404,89,3
4129,89,5
7965,89,2
1770,89,4
6357,89,5
3543,89,5
46,89,3
997,89,5
2733,89,2
3863,89,3
5250,89,5
5602,89,3
2659,89,4
4581,89,1
9256,89,5
3669,90,5
555,90,1
4975,90,5
5222,90,2
8261,90,2
7971,90,1
6507,90,2
7892,90,4
7832,90,2
9417,90,5
6963,90,1
157,90,2
2661,90,3
9466,90,1
6875,90,1
6204,90,2
3406,90,3
6485,90,4
1210,90,4
3404,90,1
4370,91,5
1229,91,4
5719,91,3
3324,91,5
8723,91,5
7096,91,5
3132,91,3
5215,91,5
4795,91,3
2310,91,1
5025,91,1
6874,91,5
5934,91,3
9513,91,5
1283,91,4
7677,91,1
4016,91,5
6445,91,4
8443,91,1
1798,91,4
9633,92,2
6195,92,3
9945,92,5
7365,92,4
1221,92,4
7498,92,2
6649,92,3
4776,92,1
2937,92,5
2427,92,1
2674,92,2
1492,92,3
2391,92,2
7791,92,5
7636,92,1
6996,92,4
8622,92,3
4444,92,5
1081,92,2
1052,92,2
2476,93,1
1608,93,2
4139,93,3
5884,93,3
4113,93,2
4764,93,3
1463,93,4
5415,93,5
8778,93,3
8845,93,3
1702,93,3
9375,93,5
7567,93,5
7239,93,4
1235,93,2
9528,93,5
2133,93,3
9729,93,3
2391,93,2
6312,93,4
1055,94,1
3933,94,1
6187,94,5
8338,94,1
5265,94,4
7157,94,4
4523,94,3
4436,94,5
8359,94,3
4891,94,4
8623,94,5
6264,94,1
2359,94,4
2119,94,2
2543,94,4
2870,94,2
7053,94,2
9603,94,4
1559,94,5
1745,94,2
8711,95,5
3924,95,5
1170,95,2
2373,95,2
96,95,2
8050,95,2
8919,95,3
51,95,2
4954,95,2
5287,95,2
9601,95,5
5315,95,5
5552,95,5
9014,95,5
4736,95,1
8132,95,3
8874,95,1
8863,95,2
6125,95,4
9839,95,4
1125,96,3
2763,96,5
4764,96,5
258,96,3
7470,96,3
7993,96,2
6558,96,2
6564,96,4
2224,96,1
6638,96,2
9865,96,4
96,96,3
866,96,2
2813,96,2
1415,96,5
8972,96,3
5750,96,4
3842,96,2
4154,96,1
5656,96,3
3980,97,2
1343,97,5
5986,97,4
3901,97,1
5160,97,3
9185,97,2
3190,97,4
585,97,4
5568,97,2
5350,97,3
5090,97,2
2857,97,2
9174,97,1
647,97,1
5060,97,4
5856,97,5
1966,97,1
2635,97,5
9167,97,2
3934,97,1
330,98,5
2186,98,1
924,98,5
6919,98,4
4374,98,4
8126,98,5
7730,98,4
3107,98,5
7388,98,4
8585,98,2
2893,98,4
7477,98,4
5732,98,5
2105,98,4
7994,98,4
5768,98,4
4655,98,5
8551,98,5
1715,98,3
696,98,5
7989,99,1
4213,99,2
6566,99,5
254,99,5
1934,99,4
8763,99,5
9505,99,2
5767,99,4
1998,99,2
8910,99,2
3773,99,2
3596,99,4
5897,99,5
7031,99,1
7010,99,5
5484,99,2
7150,99,5
7834,99,3
9691,99,2
5365,99,4
5649,100,1
5026,100,4
4556,100,5
9547,100,4
1976,100,1
5513,100,2
7142,100,4
1561,100,1
2051,100,4
1242,100,4
7533,100,4
2153,100,2
1928,100,1
1326,100,3
3951,100,3
58,100,4
813,100,3
2872,100,1
1442,100,5
729,100,4
2061,101,3
6842,101,3
9118,101,4
373,101,1
6131,101,5
5972,101,1
1657,101,5
9658,101,3
5764,101,3
6381,101,3
7636,101,5
7505,101,5
4763,101,4
4194,101,5
7891,101,5
6016,101,2
799,101,4
8506,101,4
4514,101,1
277,101,1
718,250,1
4080,250,1
4569,250,2
6195,250,4
5353,250,1
4160,250,4
8797,250,2
9829,250,3
9605,250,4
9913,250,1
2893,250,3
2077,250,4
3902,250,2
6873,250,3
7798,250,3
4148,250,4
5696,250,1
2988,250,4
1750,250,5
2624,250,3
5126,251,1
6092,251,3
3934,251,3
6620,251,1
9067,251,4
5919,251,1
8634,251,2
4536,251,2
3312,251,3
6180,251,1
950,251,4
1046,251,1
3674,251,1
4893,251,5
7847,251,1
5284,251,4
640,251,5
2238,251,2
8599,251,2
76,251,2
479,252,4
8266,252,5
1798,252,1
5941,252,3
6901,252,4
9674,252,4
7078,252,3
3914,252,3
6788,252,2
9983,252,3
4620,252,3
1113,252,1
8378,252,2
6464,252,2
822,252,1
6599,252,2
3886,252,1
5540,252,1
1738,252,2
4857,252,2
8876,253,1
4642,253,2
2642,253,1
8357,253,3
1709,253,3
4127,253,1
8520,253,1
1730,253,5
503,253,2
444,253,5
9492,253,3
8762,253,1
6685,253,3
468,253,2
8754,253,2
1103,253,3
9651,253,1
8633,253,1
18,253,3
1158,253,5
8317,254,3
4991,254,1
8262,254,4
1204,254,1
6256,254,3
9503,254,1
3640,254,5
5764,254,5
958,254,1
4106,254,2
9123,254,2
4816,254,1
3533,254,4
1220,254,4
1590,254,1
5487,254,1
3846,254,3
3306,254,2
3911,254,2
5321,254,4
8714,255,2
1165,255,5
9291,255,2
5735,255,5
2965,255,4
2970,255,3
8260,255,1
3031,255,2
4751,255,4
9261,255,3
6523,255,2
8990,255,4
3549,255,1
2158,255,5
6868,255,5
6768,255,1
3390,255,4
6640,255,2
8346,255,4
866,255,4
1928,256,2
6738,256,1
2829,256,3
899,256,1
5140,256,4
6145,256,4
9619,256,2
3942,256,5
7998,256,1
1142,256,3
8302,256,4
4779,256,2
6285,256,5
4135,256,1
105,256,3
7837,256,4
3213,256,1
3678,256,3
3170,256,5
8494,256,5
6350,257,5
84,257,1
5773,257,3
3255,257,4
