4798,11,3
5604,11,2
6576,11,5
4092,11,3
3277,11,1
1379,11,5
8531,11,5
1317,11,4
6442,11,4
494,11,3
6557,11,1
4014,11,5
1323,11,5
2243,11,1
5625,11,2
1995,11,2
3824,11,4
2773,11,3
2868,11,5
1856,11,4
8180,12,4
6874,12,2
6591,12,5
4090,12,4
3881,12,3
6325,12,3
2064,12,4
3473,12,3
4529,12,3
3172,12,5
1355,12,2
2371,12,4
8708,12,1
4976,12,4
5026,12,1
7646,12,3
8045,12,1
8570,12,2
1421,12,4
6537,12,2
6223,13,4
9234,13,1
8405,13,4
957,13,5
2604,13,3
4801,13,3
2625,13,3
9943,13,5
4563,13,2
8448,13,5
4301,13,5
7675,13,2
3982,13,4
2020,13,3
9048,13,3
5036,13,2
4913,13,5
3302,13,1
7750,13,1
7983,13,2
9029,14,4
8650,14,3
3584,14,3
1334,14,4
741,14,4
7256,14,2
6266,14,2
7702,14,3
3060,14,3
2796,14,5
3517,14,1
6786,14,1
917,14,3
9497,14,4
9207,14,3
9455,14,3
9051,14,3
6405,14,3
420,14,2
7228,14,5
8313,15,5
4650,15,3
4137,15,5
2312,15,3
4771,15,4
1254,15,4
8193,15,3
304,15,4
4567,15,5
5719,15,2
5012,15,5
4920,15,3
661,15,3
9483,15,1
4419,15,5
6618,15,5
2956,15,2
5095,15,3
3381,15,1
1925,15,5
5758,16,4
5856,16,5
6922,16,5
9393,16,1
2045,16,3
3160,16,5
5330,16,2
5901,16,2
8303,16,4
1385,16,1
6474,16,1
5625,16,1
6172,16,2
7396,16,4
8683,16,4
1497,16,2
3339,16,1
7766,16,1
5284,16,5
3802,16,3
1690,171,5
3201,171,3
9933,171,5
6232,171,1
198,171,3
9300,171,1
2657,171,4
3212,171,2
881,171,5
7792,171,3
1606,171,2
9288,171,4
6812,171,2
8673,171,1
5016,171,3
7261,171,3
7526,171,5
904,171,3
2710,171,5
992,171,1
5806,172,2
7968,172,5
6774,172,5
1788,172,5
640,172,3
6466,172,4
9817,172,4
9515,172,2
3203,172,2
7926,172,3
3244,172,5
9446,172,5
992,172,1
3000,172,5
8344,172,4
4389,172,3
2696,172,2
4447,172,1
3617,172,5
2832,172,3
9802,173,3
4682,173,1
8838,173,2
977,173,3
9676,173,5
4490,173,1
8646,173,5
7046,173,5
9848,173,5
2735,173,4
8931,173,4
3092,173,3
2813,173,1
4697,173,4
6187,173,5
3743,173,3
1906,173,3
2693,173,1
7126,173,1
452,173,2
3878,174,5
8505,174,1
3059,174,3
6563,174,3
3260,174,1
7174,174,3
1511,174,3
3153,174,3
5543,174,2
1086,174,2
7227,174,4
8144,174,5
5310,174,4
8547,174,1
1543,174,2
7624,174,3
7342,174,1
6178,174,5
9290,174,1
420,174,2
2023,175,5
4335,175,3
9340,175,1
43,175,4
8022,175,4
7870,175,2
2169,175,4
4392,175,2
8408,175,5
1531,175,1
451,175,5
581,175,4
396,175,4
4951,175,3
6246,175,1
5108,175,4
9950,175,3
3979,175,2
9884,175,2
2675,175,5
9105,176,2
2765,176,1
4346,176,3
491,176,4
7294,176,4
467,176,3
5798,176,3
5341,176,4
2905,176,5
6434,176,4
8634,176,4
6654,176,4
5900,176,5
4435,176,2
1651,176,1
178,176,5
9817,176,3
118,176,5
8901,176,4
5108,176,2
7744,177,5
8753,177,2
9346,177,3
4746,177,3
1280,177,2
1798,177,2
1147,177,5
3010,177,3
9104,177,4
7053,177,4
4053,177,3
