2374,18,2
5167,18,2
7285,18,4
8616,18,1
8518,18,3
8486,18,1
5410,18,1
4816,18,1
7663,18,1
629,18,5
8630,18,2
2732,18,1
7617,18,5
7725,18,4
2020,18,2
4099,18,1
8372,18,5
3783,18,4
9902,18,1
5685,18,4
5952,19,4
1540,19,4
8694,19,4
5967,19,2
2451,19,2
111,19,3
8137,19,4
9708,19,4
6747,19,4
5468,19,4
9458,19,2
5277,19,5
3739,19,3
2506,19,4
7912,19,1
9923,19,5
6657,19,3
4079,19,2
6490,19,4
9973,19,2
2431,20,4
361,20,5
7464,20,3
540,20,1
7303,20,2
2483,20,3
4717,20,1
5228,20,4
9773,20,4
8732,20,3
4238,20,2
4466,20,3
5668,20,5
4779,20,2
1407,20,4
949,20,1
4562,20,4
1316,20,4
8426,20,2
6369,20,5
8825,21,1
362,21,1
4417,21,4
4801,21,2
5220,21,1
9902,21,1
9488,21,5
238,21,3
6257,21,1
4113,21,5
9901,21,4
2054,21,5
5198,21,2
6774,21,5
5446,21,3
3296,21,4
1898,21,2
8145,21,1
4716,21,3
8157,21,1
7205,22,2
212,22,3
703,22,4
7717,22,3
7187,22,4
2143,22,1
6951,22,1
2005,22,3
2868,22,2
4114,22,2
6931,22,2
2284,22,1
8244,22,2
3030,22,1
463,22,3
3543,22,3
9216,22,1
933,22,2
2198,22,3
6438,22,5
5676,23,1
5717,23,4
9474,23,4
2696,23,1
1631,23,5
4726,23,4
8221,23,5
9703,23,3
9638,23,4
6901,23,4
1314,23,5
4918,23,2
1752,23,2
1779,23,2
2568,23,4
9036,23,2
2109,23,1
2964,23,5
4426,23,1
6222,23,3
8509,24,3
3080,24,5
6657,24,4
5250,24,1
2305,24,5
6028,24,1
6260,24,4
5524,24,3
258,24,2
6997,24,1
1475,24,4
2028,24,1
6948,24,3
5998,24,5
7622,24,3
2835,24,1
9458,24,2
455,24,2
8195,24,2
3056,24,4
5823,25,1
64,25,1
1632,25,2
5949,25,1
1979,25,3
2335,25,3
8880,25,2
2953,25,3
640,25,5
1651,25,1
6025,25,4
1580,25,3
5842,25,1
1555,25,4
9079,25,3
1768,25,3
4834,25,4
3005,25,5
5860,25,3
3853,25,1
1574,26,5
8695,26,1
286,26,3
4547,26,4
603,26,2
5942,26,4
960,26,3
9027,26,3
7276,26,5
5565,26,3
7859,26,1
5974,26,4
6843,26,3
9635,26,1
2079,26,1
3960,26,4
1873,26,4
2012,26,2
5036,26,2
9907,26,5
5305,27,5
6775,27,5
4902,27,5
9872,27,2
9751,27,5
1177,27,5
761,27,3
5800,27,4
4677,27,3
8646,27,3
5128,27,5
8553,27,4
2887,27,1
723,27,1
1982,27,3
301,27,5
7615,27,2
4188,27,1
5451,27,3
8248,27,2
683,28,2
9732,28,3
7249,28,1
3301,28,3
4560,28,5
4303,28,2
2179,28,3
7539,28,1
5706,28,2
717,28,3
3699,28,5
7648,28,5
5104,28,3
387,28,3
1083,28,3
4100,28,5
7986,28,5
8917,28,3
884,28,5
5432,28,4
7146,29,2
3168,29,4
8572,29,3
4872,29,2
4048,29,2
4997,29,3
1358,29,2
1333,29,3
6109,29,3
9985,29,1
2055,29,2
1962,29,2
8693,29,2
6879,29,5
1494,29,4
1467,29,4
3242,29,2
1748,29,4
5214,29,4
6988,29,2
3267,30,3
2171,30,1
7739,30,2
7150,30,2
739,30,4
3837,30,1
2290,30,4
9309,30,5
1987,30,3
9102,30,3
964,30,4
9394,30,5
269,30,4
3654,30,4
5277,30,2
3409,30,4
2006,30,5
3827,30,1
2861,30,4
1735,30,3
9737,31,4
810,31,5
5200,31,3
1021,31,3
7949,31,5
2069,31,4
9057,31,2
3283,31,1
6232,31,5
1952,31,4
9143,31,4
8987,31,2
7675,31,3
4592,31,5
7524,31,4
4601,31,2
1936,31,5
7228,31,5
6977,31,2
8209,31,1
1834,32,2
6328,32,2
9966,32,2
3808,32,5
7996,32,1
1866,32,4
8340,32,2
5052,32,2
2691,32,3
6670,32,3
2997,32,5
2565,32,4
6625,32,1
8524,32,5
5260,32,2
1647,32,1
26,32,3
7728,32,2
6216,32,2
4023,32,1
8421,33,2
8503,33,2
4218,33,1
7142,33,4
3935,33,4
8898,33,1
5693,33,2
3000,33,3
7289,33,3
5093,33,2
5600,33,3
7619,33,4
3647,33,3
581,33,2
627,33,2
3138,33,5
5744,33,2
2008,33,2
1181,33,4
6812,33,5
3569,34,5
5730,34,1
9076,34,2
164,34,4
5601,34,2
6209,34,3
9648,34,3
4924,34,2
141,34,5
9171,34,2
9187,34,4
7548,34,3
3506,34,4
5646,34,2
1099,34,4
8159,34,2
2081,34,1
7745,34,3
4239,34,4
9849,34,2
8188,21,1
1811,21,5
1195,21,1
1514,21,2
2096,21,5
2709,21,3
5690,21,1
9439,21,2
9482,21,4
343,21,2
4167,21,5
237,21,4
648,21,3
3232,21,4
8290,21,1
573,21,5
4125,21,3
4270,21,3
3982,21,4
5820,21,1
7267,163,1
8353,163,4
1678,163,5
814,163,3
221,163,5
667,163,4
4546,163,2
4081,163,1
1389,163,3
6529,163,4
3662,163,4
2149,163,4
929,163,3
4135,163,3
6409,163,3
8317,163,4
2103,163,2
16,163,1
8958,163,2
1789,163,2
9156,164,1
7252,164,1
1267,164,1
7492,164,1
8230,164,1
8102,164,4
2750,164,4
4734,164,2
1437,164,5
7986,164,3
4234,164,5
3707,164,3
7839,164,5
9886,164,5
8023,164,3
6312,164,1
1455,164,3
2924,164,1
2115,164,3
241,164,5
3813,165,4
5438,165,4
3821,165,2
6642,165,5
4160,165,2
2928,165,5
9341,165,4
5838,165,2
2585,165,2
8982,165,1
9146,165,5
7316,165,4
4071,165,4
7565,165,5
8228,165,3
8979,165,3
2651,165,4
1413,165,1
4251,165,4
95,165,5
24,166,1
2867,166,3
5125,166,3
2205,166,5
2457,166,1
4809,166,4
526,166,5
4550,166,1
3971,166,4
8268,166,4
5307,166,1
1186,166,4
4845,166,4
