8431,130,5
4554,130,4
4421,130,1
9818,130,4
5993,130,3
1596,130,1
958,130,4
1630,130,4
2514,130,5
5927,130,5
2214,130,5
7228,130,5
3472,130,3
4254,130,2
889,130,3
7422,130,1
1655,130,1
4062,130,2
5669,130,4
563,130,5
9716,131,4
2813,131,5
3787,131,3
1706,131,1
7902,131,5
2322,131,1
5511,131,5
6081,131,1
1632,131,1
7401,131,2
431,131,5
1180,131,3
7164,131,5
6989,131,1
1217,131,5
4255,131,4
9928,131,3
7572,131,3
583,131,3
9599,131,5
9083,132,3
4643,132,1
4423,132,4
9986,132,1
4651,132,3
3293,132,1
8955,132,3
3892,132,4
9008,132,1
2871,132,1
7447,132,2
6619,132,1
7449,132,4
7497,132,4
4319,132,2
9441,132,1
9993,132,3
8438,132,5
3758,132,2
2792,132,2
6766,131,5
1853,131,1
1239,131,5
5941,131,3
1953,131,1
4108,131,5
4449,131,1
2352,131,2
3233,131,2
1063,131,2
8047,131,1
2383,131,5
3189,131,5
498,131,5
7661,131,2
5325,131,1
5080,131,3
4230,131,2
3802,131,4
7973,131,1
3670,134,5
4751,134,5
6050,134,5
769,134,1
5927,134,5
6645,134,1
3577,134,3
8827,134,4
4497,134,5
2797,134,1
6477,134,2
1268,134,5
3471,134,4
9923,134,3
2876,134,2
4857,134,4
4513,134,5
8631,134,2
2313,134,4
2202,134,4
9795,135,1
187,135,2
8327,135,2
7334,135,2
5151,135,2
708,135,1
6634,135,2
8385,135,4
1565,135,5
96,135,3
4302,135,1
565,135,4
9201,135,5
7373,135,2
988,135,2
8240,135,5
7755,135,4
9789,135,5
8564,135,1
1915,135,4
3465,136,2
598,136,3
7613,136,2
7943,136,4
2747,136,5
1426,136,4
9542,136,4
2459,136,1
6784,136,5
3287,136,2
5014,136,5
1389,136,4
7488,136,3
5710,136,3
2824,136,4
9917,136,2
1327,136,1
8213,136,3
5654,136,4
8907,136,2
4736,4,4
8683,4,1
4498,4,5
8464,4,2
5646,4,1
3187,4,5
1740,4,4
2619,4,5
3756,4,1
9585,4,5
759,4,2
6594,4,1
